# name	address	city	state	zipcode	phone	website	general email	ceo name	ceo email
McClatchy	2100 Q Street	Sacramento	CA	95816	916-321-1846	www.mcclatchy.com	ptira@mcclatchy.com	Gary B. Pruitt	None
McCormick	18 Loveton Circle	Glencoe	MD	21152	410-771-7301	www.mccormick.com	ConsumerTesting@McCormick.com	Alan D. Wilson	alan_wilson@mccormick.com
McDonald's	McDonald's Plaza	Oak Brook	IL	60523	630-623-3000	www.mcdonalds.com	info@mcdonalds.com	James A. Skinner	None
McGraw-Hill	1221 Sixth Ave.	New York	NY	10020	212-512-2000	www.mcgraw-hill.com	customer.service@mcgraw-hill.com	Harold W. McGraw III	None
McKesson	1 Post St.	San Francisco	CA	94104	415-983-8300	www.mckesson.com	MHS@mckesson.com	John H. Hammergren	john.hammergren@mckesson.com
MDC Holdings	4350 S. Monaco St.	Denver	CO	80237	303-773-1100	www.richmondamerican.com	communications@mdch.com	Larry A. Mizel	None
MDU Resources Group	1200 W. Century Ave.	Bismarck	ND	58506	701-530-1000	www.mdu.com	webmaster@mduresources.com	Terry D. Hildestad	None
MeadWestvaco	11013 W. Broad St.	Glen Allen	VA	23060	804 327-5200	www.meadwestvaco.com	packaging@meadwestvaco.com	John A. Luke Jr.	None
Medco Health Solutions	100 Parsons Pond Dr.	Franklin Lakes	NJ	07417	201-269-3400	www.medco.com	solutions@medco.com.	David B. Snow Jr.	david_snow@medco.com
Medical Mutual of Ohio	2060 E. Ninth St.	Cleveland	OH	44115	216-687-7000	www.medmutual.com	customerservice@medmutual.com	Kent W. Clapp	None
Medtronic	710 Medtronic Pkwy.	Fridley	MN	55432	763-514-4000	www.medtronic.com	contact@medtronic.com	Arthur D. Collins Jr.	None
MEMC Electronic Materials	501 Pearl Drive	Saint Peters	MO	63376	636-474-5000	www.memc.com	info@memc.com	Nabeel Gareeb	None
Men's Wearhouse	6380 Rogerdale Rd.	Houston	TX	77072	281-776-7200	www.tmw.com	perfectfit@tmw.com	George Zimmer	None
Merck	1 Merck Dr.	Whitehouse Stati	NJ	08889	908-423-1000	www.merck.com	richard.clark@merck.com	Richard T. Clark	richard.clark@merck.com
Mercury General	4484 Wilshire Blvd.	Los Angeles	CA	90010	323-937-1060	www.mercuryinsurance.com	pnelson@mercuryinsurance.com	Gabriel Tirador	None
Meredith	1716 Locust St.	Des Moines	IA	50309	515-284-3000	www.meredith.com	shareholderhelp@meredith.com	Stephen M. Lacy	steve.lacy@meredith.com
Meritage Homes	17851 N. 85 St.	Scottsdale	AZ	85255	480-515-8100	www.meritagehomes.com	austin.info@meritagehomes.com	Steven J. Hilton	shilton@meritagehomes.com
Merrill Lynch	4 World Financial Center	New York	NY	10080	212-449-1000	www.ml.com	general_askml@ml.com	John A. Thain	john.thain@ml.com
Metal Management	325 N. LaSalle St.	Chicago	IL	60610	312-645-0700	www.mtlm.com	sbryce@au.sims-group.com	Daniel W. Dienst	None
Metals USA Holdings	1 Riverway	Houston	TX	77056	713-965-0990	www.metalsusa.com	dbodom@metalsusa.com	C. Lourenco Goncalves	None
MetLife	200 Park Ave.	New York	NY	10166	212-578-2211	www.metlife.com	ask4met@metlifeservice.com	C. Robert Henrikson	None
MetroPCS Communications	2250 Lakeside Blvd.	Richardson	TX	75082	214-570-5800	www.metropcs.com	None	Roger D. Linquist	None
Mettler-Toledo International	1900 Polaris Pkwy.	Columbus	OH	43240	614-438-4511	www.mt.com	Corporate.Communications@mt.com	Olivier A. Filliol	Olivier.Filliol@mt.com
MGIC Investment	250 E. Kilbourn Ave.	Milwaukee	WI	53202	414-347-6480	www.mgic.com	customer_service@mgic.com	Curt S. Culver	curt_culver@mgic.com
MGM Mirage	3600 Las Vegas Blvd. S.	Las Vegas	NV	89109	702-693-7120	www.mgmmirage.com	MemberServices@mgmmirage.com	J. Terrence Lanni	None
Michaels Stores	8000 Bent Branch Dr.	Irving	TX	75063	972-409-1300	www.michaels.com	None	Brian C. Cornell	None
Micron Technology	8000 S. Federal Way	Boise	ID	83716	208-368-4000	www.micron.com	info@micron.com	Steven R. Appleton	None
Microsoft	1 Microsoft Way	Redmond	WA	98052	425-882-8080	www.microsoft.com	None	Steven A. Ballmer	steveballmer@ceo.microsoft.com
Mirant	1155 Perimeter Center W.	Dunwoody	GA	30338	678-579-5000	www.mirant.com	americas@mirant.com	Edward R. Muller	None
Modine Manufacturing	1500 DeKoven Ave.	Racine	WI	53403	262-636-1200	www.modine.com	None	Thomas A. Burke	None
Mohawk Industries	160 S. Industrial Blvd.	Calhoun	GA	30701	706-629-7721	www.mohawkind.com	mohawkind@mohawkind.com	Jeffrey S. Lorberbaum	chris_easler@mohawkind.com
Molex	2222 Wellington Court	Lisle	IL	60532	630-969-4550	www.molex.com	amerinfo@molex.com	Martin P. Slark	martin.slark@molex.com
Molina Healthcare	200 Oceangate	Long Beach	CA	90802	562-435-3666	www.molinahealthcare.com	None	Joseph M. Molina M.D.	mario.molina@molinahealthcare.com
Molson Coors Brewing	1225 17th St.	Denver	CO	80202	303-277-6661	www.molsoncoors.com	corporate.responsibility@molsoncoors.com	W. Leo Kiely III	leo.kiely@coors.com
Monsanto	800 N. Lindbergh Blvd.	St. Louis	MO	63167	314-694-1000	www.monsanto.com	info@monsanto.com	Hugh Grant	hugh.grant@monsanto.com
Moody's	250 Greenwich St.	New York	NY	10007	212-553-0300	www.moodys.com	clientservices@moodys.com	Raymond W. McDaniel Jr.	None
Morgan Stanley	1585 Broadway	New York	NY	10036	212-761-4000	www.morganstanley.com	mediainquiries@morganstanley.com	John J. Mack	None
Mosaic	3033 Campus Dr.	Plymouth	MN	55441	763-577-2700	www.mosaicco.com	mike.rahm@mosaicco.com	James T. Prokopanko	None
Motorola	1303 E. Algonquin Rd.	Schaumburg	IL	60196	847-576-5000	www.motorola.com	custhelp@motorola.com	Gregory Q. Brown	None
MPS Group	1 Independent Dr.	Jacksonville	FL	32202	904-360-2000	www.mpsgroup.com	jacksonville@accountingprincipals.com	Timothy D. Payne	timothy.payne@mpsgroup.com
MSC Industrial Direct	75 Maxess Rd.	Melville	NY	11747	516-812-2000	www.mscdirect.com	branchdpk@mscdirect.com	David Sandler	
Mueller Industries	8285 Tournament Dr.	Memphis	TN	38125	901-753-3200	www.muellerindustries.com	None	William D. O'Hagan	None
Mueller Water Products	1200 Abernathy Road N.E.	Sandy Springs	GA	30328	770-206-4200	www.muellerwaterproducts.com	corporatecommunications@muellerwp.com	Gregory E. Hyland	None
Murphy Oil	200 Peach St.	El Dorado	AR	71730	870-862-6411	www.murphyoilcorp.com	sandiks@murphyoilcorp.com	Claiborne P. Deming	None
Mutual of America Life	320 Park Ave.	New York	NY	10022	212-224-1600	www.mutualofamerica.com	None	Thomas J. Moran	None
Mutual of Omaha Insurance	Mutual of Omaha Plaza	Omaha	NE	68175	402-342-7600	www.mutualofomaha.com	info@mutualofomaha.com	Daniel P. Neary	None
Mylan	1500 Corporate Dr.	Mc Murray	PA	15317	724-514-1800	www.mylan.com	mylan@mylan.com	Robert J. Coury	None
Nacco Industries	5875 Landerbrook Dr.	Lyndhurst Mayfie	OH	44124	440-449-9600	www.nacco.com	info@nacco.com	Alfred M. Rankin Jr.	None
Nalco Holding	1601 W. Diehl Rd.	Naperville	IL	60563	630-305-1000	www.nalco.com	info@nalco.com	J. Erik Fyrwald	fyrwald@dupont.com
Nasdaq OMX Group	1 Liberty Plaza	New York	NY	10006	212-401-8700	www.nasdaq.com	marketsite.events@nasdaq.com	Robert Greifeld	None
Nash-Finch	7600 France Ave. S.	Edina	MN	55435	952-832-0534	www.nashfinch.com	None	Alec C. Covington	None
National City Corp.	1900 E. Ninth St.	Cleveland	OH	44114	216-222-2000	www.nationalcity.com	peter.spizzirri@nationalcity.com	Peter E. Raskind	None
National Fuel Gas	6363 Main St.	Williamsville	NY	14221	716-857-7000	www.natfuel.com	RussellA@natfuel.com	David F. Smith	davids@natfuel.com
National Life Group	1 National Life Dr.	Montpelier	VT	05604	802-229-3333	www.nationallife.com	CustomerRelations@nationallife.com	Thomas H. MacLeay	None
National Oilwell Varco	7909 Parkwood Circle Dr.	Houston	TX	77036	713-346-7500	www.nov.com	None	Merrill A. Miller Jr.	None
National Semiconductor	2900 Semiconductor Dr.	Santa Clara	CA	95052	408-721-5000	www.national.com	Community.Care@nsc.com	Brian L. Halla	None
Nationwide	1 Nationwide Plaza	Columbus	OH	43215	614-249-7111	www.nationwide.com	corpcit@nationwide.com	William G. Jurgensen	jurgenw@nationwide.com
NBTY	90 Orville Dr.	Bohemia	NY	11716	631-567-9500	www.nbty.com	info@amstock.com	Scott Rudolph	None
NCR	1700 S. Patterson Blvd.	Dayton	OH	45479	937-445-5000	www.ncr.com	None	William R. Nuti	william.nuti@ncr.com
Neiman Marcus	1618 Main St.	Dallas	TX	75201	214-743-7600	www.neimanmarcus.com	neimanmarcus@customercare.neimanmarcus.com	Burton M. Tansky	None
Nelnet	121 S. 13th St.	Lincoln	NE	68508	402-458-2370	www.nelnet.net	michael.dunlap@nelnet.net	Michael S. Dunlap	None
NetApp	495 E. Java Dr.	Sunnyvale	CA	94089	408-822-6000	www.netapp.com	mailto:ebrown@netapp.com	Daniel J. Warmenhoven	None
New Jersey Resources	1415 Wyckoff Rd.	Wall	NJ	07719	732-938-1480	www.njresources.com	sitesupport@njresources.com	Laurence M. Downes	None
New York Community Bancorp	615 Merrick Ave.	Westbury	NY	11590	516-683-4100	www.mynycb.com	info@mynycb.com	Joseph R. Ficalora	None
New York Life Insurance	51 Madison Ave.	New York	NY	10010	212-576-7000	www.newyorklife.com	None	Seymour G. Sternberg	None
New York Times	620 8th Ave.	New York	NY	10018	212-556-1234	www.nytco.com	managing-editor@nytimes.com	Janet L. Robinson	jrobinson@nytimes.com
Newell Rubbermaid	10 B Glenlake Pkwy.	Sandy Springs	GA	30328	770-407-3800	www.newellrubbermaid.com	info@newellrubbermaid.com	Mark D. Ketchum	None
Newfield Exploration	363 N. Sam Houston Pkwy. E.	Houston	TX	77060	281-847-6000	www.newfield.com	info@newfld.com	David A. Trice	None
Newmont Mining	1700 Lincoln St.	Denver	CO	80203	303-863-7414	www.newmont.com	support@newmont.com	Richard T. O'Brien	None
NewPage Holding	8540 Gander Creek Dr.	Miamisburg	OH	45342	877-855-7243	www.newpagecorp.com	MWPG_Northeast_Region@newpagecorp.com	Mark A. Suwyn	None
News Corp.	1211 Sixth Ave.	New York	NY	10036	212-852-7000	www.newscorp.com	info@newscorp.com	Keith Rupert Murdoch	None
Nicor	1844 Ferry Rd.	Naperville	IL	60563	630-305-9500	www.nicor.com	customercare@nicor.com	Russ M. Strobel	rstrobe@nicor.com
NII Holdings	10700 Parkridge Blvd.	Reston	VA	20191	703-390-5100	www.nii.com	ivan.montalvo@nii.com	Steven P. Dussek	None
Nike	1 Bowerman Dr.	Beaverton	OR	97005	503-671-6453	www.nikebiz.com	consumer.affairs.grb@nike.com	Mark G. Parker	mark.parker@nike.com
NiSource	801 E. 86th Ave.	Merrillville	IN	46410	877-647-5990	www.nisource.com	mailto:questions@nisource.com	Robert C. Skaggs Jr.	None
Noble Energy	100 Glenborough Dr.	Houston	TX	77067	281-872-3100	www.nobleenergyinc.com	info@nobleenergyinc.com	Charles D. Davidson	None
Nordstrom	1617 Sixth Ave.	Seattle	WA	98101	206-628-2111	www.nordstrom.com	contact@nordstrom.com	Blake W. Nordstrom	None
Norfolk Southern	3 Commercial Place	Norfolk	VA	23510	757-629-2680	www.nscorp.com	hrhelpdesk@nscorp.com	Charles W. Moorman IV	None
Nortek	50 Kennedy Plz.	Providence	RI	02903	401-751-1600	www.nortek-inc.com	general@nortek-inc.com	Richard L. Bready	bready@nortek-inc.com
Northeast Utilities	107 Selden St.	Berlin	CT	06037	860-665-5000	www.nu.com	customerservice@yankeegas.com	Charles W. Shivery	None
Northern Trust Corp.	50 S. LaSalle St.	Chicago	IL	60603	312-630-6000	www.northerntrust.com	None	Frederick H. Waddell	None
Northrop Grumman	1840 Century Park E.	Los Angeles	CA	90067	310-553-6262	www.northropgrumman.com	cheryl.horn@ngc.com	Ronald D. Sugar	None
Northwest Airlines	2700 Lone Oak Pkwy.	Eagan	MN	55121	612-726-2111	www.nwa.com	None	Douglas M. Steenland	Doug.steenland@nwa.com
Northwestern Mutual	720 E. Wisconsin Ave.	Milwaukee	WI	53202	414-271-1444	www.northwesternmutual.com	bencaputo@northwesternmutual.com	Edward J. Zore	None
NRG Energy	211 Carnegie Center	Princeton	NJ	08540	609-524-4500	www.nrgenergy.com	None	David W. Crane	None
NSTAR	800 Boylston St.	Boston	MA	02199	617-424-2000	www.nstaronline.com	customer.service@nstar.com	Thomas J. May	None
Nucor	1915 Rexford Rd.	Charlotte	NC	28211	704-366-7000	www.nucor.com	info@nucor.com	Daniel R. DiMicco	None
Nvidia	2701 San Tomas Expwy.	Santa Clara	CA	95050	408-486-2000	www.nvidia.com	hr@nvidia.com	Jen-Hsun Huang	None
NVR	11700 Plaza America Dr.	Reston	VA	20190	703-956-4000	www.nvrinc.com	jduffy@nvrinc.com	Paul C. Saville	None
NYSE Euronext	11 Wall St.	New York	NY	10005	212-656-3000	www.nyse.com	support@nyx.com	Duncan L. Niederauer	dniederauer@nyse.com
O'Reilly Automotive	233 S. Patterson	Springfield	MO	65802	417-862-6708	www.oreillyauto.com	None	Gregory L. Henslee	None
Occidental Petroleum	10889 Wilshire Blvd.	Los Angeles	CA	90024	310-208-8800	www.oxy.com	information@oxy.com	Ray R. Irani	None
Oceaneering International	11911 FM 529	Houston	TX	77041	713-329-4500	www.oceaneering.com	info@oceaneering.com	T. Jay Collins	None
Office Depot	2200 Old Germantown Rd.	Delray Beach	FL	33445	561-438-4800	www.officedepot.com	mvesentini@officedepot.com	Steve Odland	sodland@officedepot.com
OfficeMax	263 Shuman Blvd.	Naperville	IL	60563	630-438-7800	www.officemax.com	online@officemax.com	Sam K. Duncan	None
OGE Energy	321 N. Harvey Ave.	Oklahoma City	OK	73101	405-553-3000	www.oge.com	custcaredept@oge.com	Peter B. Delaney	None
Oil States International	333 Clay St.	Houston	TX	77002	713-652-0582	www.oilstatesintl.com	None	Cindy B. Taylor	None
Old Republic International	307 N. Michigan Ave.	Chicago	IL	60601	312-346-8100	www.oldrepublic.com	service@ReliableLifeInsurance.com	Aldo C. Zucaro	None
Olin	190 Carondelet Plaza	Clayton	MO	63105	314-480-1400	www.olin.com	olincorpinfo@olin.com	Joseph D. Rupp	None
Omnicare	100 E. RiverCenter Blvd.	Covington	KY	41011	859-392-3300	www.omnicare.com	moreinfo@OmnicareCR.com	Joel F. Gemunder	None
Omnicom Group	437 Madison Ave.	New York	NY	10022	212-415-3600	www.omnicomgroup.com	PublicAffairs@OmnicomGroup.com	John D. Wren	None
Oneok	100 W. Fifth St.	Tulsa	OK	74103	918-588-7000	www.oneok.com	None	John W Gibson	john.gibson@oneok.com
Oracle	500 Oracle Pkwy.	Redwood City	CA	94065	650-506-7000	www.oracle.com	oracleusergroup_ww@oracle.com	Lawrence J. Ellison	larry.ellison@oracle.com
Oshkosh	2307 Oregon St.	Oshkosh	WI	54902	920-235-9151	www.oshkoshcorporation.com	tcihowiak@oshtruck.com	Robert G. Bohn	jobline@oshtruck.com
Owens & Minor	9120 Lockwood Blvd.	Mechanicsville	VA	23116	804-723-7000	www.owens-minor.com	info@owens-minor.com	Craig R. Smith	None
Owens Corning	1 Owens Corning Pkwy.	Toledo	OH	43659	419-248-8000	www.owenscorning.com		Michael H. Thaman	mike.thaman@owenscorning.com
Owens-Illinois	1 Michael Owens Way	Perrysburg	OH	43551	567-336-5000	www.o-i.com	glass@o-i.com	Albert P.L. Stroucken	None
Paccar	777 106th Ave. N.E.	Beaux Arts	WA	98004	425-468-7400	www.paccar.com	mark.hayrynen@paccar.com	Mark C. Pigott	None
Pacer International	2300 Clayton Rd.	Concord	CA	94520	925-887-1400	www.pacer-international.com	info@pacer.com	Michael E. Uremovich	None
Pacific Life	700 Newport Center Dr.	Newport Beach	CA	92660	949-219-3011	www.pacificlife.com	info@pacificlife.com	James T. Morris	None
Packaging Corp. of America	1900 W. Field Ct.	Lake Forest	IL	60045	847-482-3000	www.packagingcorp.com	tgoodwin@packagingcorp.com	Paul T. Stecko	None
Pactiv	1900 W. Field Ct.	Lake Forest	IL	60045	847-482-2000	www.pactiv.com	info@pactiv.com	Richard L. Wambold	None
Pall	2200 Northern Blvd.	Greenvale	NY	11548	516-484-5400	www.pall.com	cssrequest@pall.com, Pall-Austria-Office@pall.com	Eric Krasnoff	pat_iannucci@pall.com
Pantry	1801 Douglas Dr.	Sanford	NC	27331	919-774-6700	www.thepantry.com	Samantha.Kelley@thepantry.com	Peter J. Sodini	None
Parker Hannifin	6035 Parkland Blvd.	Lyndhurst Mayfie	OH	44124	216-896-3000	www.parker.com	racor@parker.com	Donald E. Washkewicz	dwashkewicz@parker.com
Patterson	1031 Mendota Heights Rd.	Eagan	MN	55120	651-686-1600	www.pattersoncompanies.com	None	James W. Wiltz	None
Patterson-UTI Energy	4510 Lamesa Hwy.	Dermott	TX	79549	325-574-6300	www.patenergy.com	investrelations@patenergy.com	Douglas J. Wall	None
Paychex	911 Panorama Trail S.	Panorama	NY	14625	585-385-6666	www.paychex.com	info@paychex.com	Jonathan J. Judge	None
PC Connection	730 Milford Rd.	Merrimack	NH	03054	603-683-2000	www.pcconnection.com	customerservice@pcconnection.com	Patricia Gallup	None
Peabody Energy	701 Market St.	Saint Louis	MO	63101	314-342-3400	www.peabodyenergy.com	pr@peabodyenergy.com	Gregory H. Boyce	gboyce@peabodyenergy.com
Penn National Gaming	825 Berkshire Blvd.	Wyomissing	PA	19610	610-373-2400	www.pngaming.com	pnrc@pngaming.com	Peter M. Carlino	corporate@pngaming.com
Penske Automotive Group	2555 Telegraph Rd.	Bloomfield Towns	MI	48302	248-648-2500	www.penskeautomotive.com	info@penskeautomotive.com	Roger S. Penske	None
Pentair	5500 Wayzata Blvd.	Saint Louis Park	MN	55416	763-545-1730	www.pentair.com	corprecruiting@pentair.com	Randall J. Hogan	None
Pep Boys	3111 W. Allegheny Ave.	Philadelphia	PA	19132	215-430-9000	www.pepboys.com	corporate@pepboys.com	Michael Odell	None
Pepco Holdings	701 Ninth St. N.W.	Washington	DC	20068	202-872-2000	www.pepcoholdings.com	bill.yingling@pepcoholdings.com	Dennis R. Wraase	None
Pepsi Bottling	1 Pepsi Way	Somers	NY	10589	914-767-6000	www.pbg.com	PBGPressCenter@pepsi.com	Eric J. Foss	None
PepsiAmericas	60 S. Sixth St.	Minneapolis	MN	55402	612-661-4000	www.pepsiamericas.com	info@pepsiamericas.com	Robert C. Pohlad	None
PepsiCo	700 Anderson Hill Rd.	Purchase	NY	10577	914-253-2000	www.pepsico.com	complaints@pepsico.com	Indra K. Nooyi	None
Performance Food Group	12500 W. Creek Pkwy.	Richmond	VA	23238	804-484-7700	www.pfgc.com	None	Steven L. Spinner	None
Perini	73 Mt. Wayte Ave.	Framingham	MA	01701	508-628-2000	www.perini.com	info@perini.com	Ronald N. Tutor	None
PerkinElmer	940 Winter St.	Waltham	MA	02451	781-663-6900	www.perkinelmer.com	ProductInfo@perkinelmer.com	Robert F. Friel	Robert.Friel@perkinelmer.com
Perot Systems	2300 W. Plano Pkwy.	Plano	TX	75075	972-577-0000	www.perotsystems.com	consulting@ps.net	Peter A. Altabef	peter.altabef@perotsystems.com
Peter Kiewit Sons'	1000 Kiewit Plaza	Omaha	NE	68131	402-342-2052	www.kiewit.com	equipment@kiewit.com	Bruce E. Grewcock	None
PetSmart	19601 N. 27th Ave.	New River Stage	AZ	85027	623-580-6100	www.petm.com	customercare@petsmart.com	Philip L. Francis	None
Pfizer	235 E. 42nd St.	New York	NY	10017	212-573-2323	www.pfizer.com	requestforpermission@pfizer.com	Jeffrey B. Kindler	Jeff.Kindler@pfizer.com
PG&E Corp.	1 Market St.	San Francisco	CA	94105	415-267-7000	www.pgecorp.com	None	Peter A. Darbee	None
PHH	3000 Leadenhall Rd.	Mount Laurel	NJ	08054	856-917-1744	www.phh.com	customer.service@mortgagefamily.com	Terence W. Edwards	None
Phillips-Van Heusen	200 Madison Ave.	New York	NY	10016	212-381-3500	www.pvh.com	tonymontesano@pvh.com	Emanuel Chirico	None
Phoenix	1 American Row	Hartford	CT	06102	860-403-5000	www.phoenixwm.com	customerservice@phoenixwm.com	Dona Davis Young	dona.young@phoenixwm.com
Piedmont Natural Gas	4720 Piedmont Row Dr.	Charlotte	NC	28210	704-364-3120	www.piedmontng.com	customerselfservice@piedmontng.com	Thomas E. Skains	
Pilgrim's Pride	4845 U.S. Highway 271 N.	Pittsburg	TX	75686	903-434-1000	www.pilgrimspride.com	info@pilgrimspride.com	J. Clinton Rivers	None
Pinnacle West Capital	400 N. Fifth St.	Phoenix	AZ	85072	602-250-1000	www.pinnaclewest.com	shrrelations@bnymellon.com	William J. Post	None
Pioneer Natural Resources	5205 N. O'Connor Blvd.	Irving	TX	75039	972-444-9001	www.pxd.com	pioneer@continentalstock.com	Scott D. Sheffield	None
Pitney Bowes	1 Elmcroft Rd.	Stamford	CT	06926	203-356-5000	www.pb.com	lead.director@pb.com	Murray D. Martin	murray.martin@pb.com
Plains All American Pipeline	333 Clay St.	Houston	TX	77002	713-646-4100	www.paalp.com	info@paalp.com	Greg L. Armstrong	None
Plum Creek Timber	999 Third Ave.	Seattle	WA	98104	206-467-3600	www.plumcreek.com	info@plumcreek.com	Rick R. Holley	rholley@plumcreek.com
PNC Financial Services Group	249 Fifth Ave.	Downtown	PA	15222	412-762-2000	www.pnc.com	customerservice@pnc.com	James E. Rohr	james.rohr@pnc.com
PNM Resources	Alvarado Square	Albuquerque	NM	87158	505-241-2700	www.pnmresources.com	mailto:Ethics@pnmresources.com	Jeffrey E. Sterba	None
Polaris Industries	2100 Hwy. 55	Hamel	MN	55340	763-542-0500	www.polarisindustries.com	consumer.service@polarisind.com	Thomas C. Tiller	None
Polo Ralph Lauren	650 Madison Ave.	New York	NY	10022	212-318-7000	www.polo.com	customerassistance@ralphlauren.com	Ralph Lauren	None
PolyOne	33587 Walker Rd.	Avon Lake	OH	44012	440-930-1000	www.polyone.com	Rodney.Barber@PolyOne.com	Stephen D. Newlin	None
Pool	109 Northpark Blvd.	Covington	LA	70433	985-892-5521	www.poolcorp.com	None	Manuel J. Perez de la Mesa	None
Portland General Electric	121SW Salmon St.	Portland	OR	97204	503-464-8000	www.portlandgeneral.com	cs@pgn.com	Peggy Y. Fowler	None
Potlatch	601 W. First Ave.	Spokane	WA	99201	509-835-1500	www.potlatchcorp.com	None	Michael J. Covey	None
PPG Industries	1 PPG Place	Pittsburgh	PA	15272	412-434-3131	www.ppg.com	corporateinfo@ppg.com	Charles E. Bunch	None
PPL	2 N. Ninth St.	Allentown	PA	18101	610-774-5151	www.pplweb.com	customerservice@pplweb.com	James H. Miller	jhmiller@pplweb.com
Praxair	39 Old Ridgebury Rd.	Danbury	CT	06810	203-837-2000	www.praxair.com	PSTI-Info@praxair.com	Stephen F. Angel	None
Precision Castparts	4650 S.W. Macadam Ave.	Portland	OR	97239	503-417-4800	www.precast.com	info@precastcorp.com	Mark Donegan	None
Pride International	5847 San Felipe	Houston	TX	77057	713-789-1400	www.prideinternational.com	mailto:jchastain@prideinternational.com	Louis A. Raspino	None
Principal Financial	711 High St.	Des Moines	IA	50392	515-247-5111	www.principal.com	None	Larry D. Zimpleman	None
Procter & Gamble	1 Procter &amp; Gamble Plaza	Cincinnati	OH	45202	513-983-1100	www.pg.com	smiddleton@pg.com	Alan G. Lafley	None
Progress Energy	410 S. Wilmington St.	Raleigh	NC	27601	919-546-6111	www.progress-energy.com	beverly.cummings@pgnmail.com	William D. Johnson	None
Progressive	6300 Wilson Mills Rd.	Richmond Heights	OH	44143	440-461-5000	www.progressive.com	Customer_Service@pbp.com	Glenn M. Renwick	None
ProLogis	4545 Airport Way	Denver	CO	80239	303-567-5000	www.prologis.com	info@prologis.com	Jeffrey H. Schwartz	None
Protective Life	2801 Highway 280 S.	Mountain Brook	AL	35223	205-268-1000	www.protective.com	Annuity.Service@protective.com	John D. Johns	jjohns@protective.com
Prudential Financial	751 Broad St.	Newark	NJ	07102	973-802-6000	www.prudential.com	prudentialretirement@prudential.com	John R. Strangfeld Jr.	None
PSS World Medical	4345 Southpoint Blvd.	Jacksonville	FL	32216	904-332-3000	www.pssworldmedical.com	None	David A. Smith	None
Public Service Enterprise Group	80 Park Plaza	Newark	NJ	07102	973-430-7000	www.pseg.com	PSEG-CorporateSecurity@pseg.com Ralph Izzo	rizzo@pseg.com
Public Storage	701 Western Ave.	Glendale	CA	91201	818-244-8080	www.publicstorage.com	websales@PublicStorage.com	Ronald L. Havner Jr.	None
Publix Super Markets	3300 Publix Corporate Pkwy.	Southside	FL	33811	863-688-1188	www.publix.com	maria.brous@publix.com	William E. Crenshaw	william.crenshaw@publix.com
Puget Energy	10885 NE 4th St.	Beaux Arts	WA	98004	425-454-6363	www.pugetenergy.com	durga.doraisamy@pse.com	Stephen P. Reynolds	None
Pulte Homes	100 Bloomfield Hills Pkwy.	Bloomfield Towns	MI	48304	248-647-2750	www.pulte.com	info@pulte.com	Richard J. Dugas Jr.	None
Qualcomm	5775 Morehouse Dr.	San Diego	CA	92121	858-587-1121	www.qualcomm.com	qu@qualcomm.com	Paul E. Jacobs	None
Quanex	1900 W. Loop S.	Houston	TX	77027	713-961-4600	www.quanex.com	inquiry@quanex.com	Raymond A. Jean	None
Quanta Services	1360 Post Oak Blvd.	Houston	TX	77056	713-629-7600	www.quantaservices.com	headquarters@quantaservices.com	John R. Colson	None
Quest Diagnostics	3 Giralda Farms	Madison	NJ	07940	973-520-2700	www.questdiagnostics.com	customer.service@questdiagnostics.com	Surya N. Mohapatra	None
Questar	180 E. 100 South St.	Salt Lake City	UT	84145	801-324-5000	www.questar.com	conserv@questar.com	Keith O. Rattie	None
Quiksilver	15202 Graham St.	Huntington Beach	CA	92649	714-889-2200	www.quiksilverinc.com	channels@quiksilver.com	Robert B. McKnight Jr.	None
Qwest Communications	1801 California St.	Denver	CO	80202	303-992-1400	www.qwest.com	fedcsc@qwest.com	Edward A. Mueller	edward.mueller@qwest.com
R.H. Donnelley	1001 Winstead Dr.	Cary	NC	27513	919-297-1600	www.rhd.com	CustomerCareEmail@rhd.com	David C. Swanson	None
R.R. Donnelley & Sons	111 S. Wacker Dr.	Chicago	IL	60606	312-326-8000	www.rrdonnelley.com	bdssales@banta.com	Thomas J. Quinlan III	None
RadioShack	300 RadioShack Circle	Fort Worth	TX	76102	817-415-3011	www.radioshackcorporation.com	RadioShack.Customer.Care@RadioShack.com	Julian C. Day	None
Ralcorp Holdings	800 Market St.	Saint Louis	MO	63101	314-877-7000	www.ralcorp.com	ralcorpwebpage@ralcorp.com		None
Raymond James Financial	880 Carillon Pkwy.	Saint Petersburg	FL	33716	727-567-1000	www.rjf.com	None	Thomas A. James	None
Raytheon	870 Winter St.	Waltham	MA	02451	781-522-3000	www.raytheon.com	products@raytheon.com	William H. Swanson	william.swanson@raytheon.com
Realogy	1 Campus Dr.	Parsippany	NJ	07054	973-407-2000	www.realogy.com	None	Richard A. Smith	None
Regal Entertainment Group	7132 Regal Ln.	Knoxville	TN	37918	865-922-1123	www.regalentertainmentgroup.com	None	Michael L. Campbell	None
Regal-Beloit	200 State St.	Shopiere	WI	53511	608-364-8800	www.regalbeloit.com	None	Henry W. Knueppel	None
Regions Financial	1900 Fifth Ave. N.	Birmingham	AL	35203	205-944-1300	www.regions.com	service@regions.com	C. Dowd Ritter	None
Regis	7201 Metro Blvd.	Edina	MN	55439	952-947-7777	www.regiscorp.com	Advertising@regiscorp.com.	Paul D. Finkelstein	None
